,Infector,Infectee,Timestamp,Date
452,cew226,opm223,2024-10-02 23:59:31,2024-10-02
453,cew226,ogn226,2024-10-02 23:59:45,2024-10-02
454,cew226,ntn226,2024-10-02 23:59:50,2024-10-02
455,cew226,ado326,2024-10-03 00:00:03,2024-10-03
456,cew226,aro326,2024-10-03 00:00:08,2024-10-03
457,cew226,mfr226,2024-10-03 00:00:21,2024-10-03
458,cew226,dar226,2024-10-03 00:00:28,2024-10-03
459,cew226,lfs226,2024-10-03 00:00:34,2024-10-03
460,cew226,aks226,2024-10-03 00:00:39,2024-10-03
461,cew226,mss227,2024-10-03 00:00:49,2024-10-03
462,cew226,les226,2024-10-03 00:00:57,2024-10-03
463,cew226,ljs226,2024-10-03 00:01:02,2024-10-03
464,cew226,jay227,2024-10-03 00:01:25,2024-10-03
465,cew226,amv327,2024-10-03 00:01:33,2024-10-03
466,cew226,jmw227,2024-10-03 00:01:44,2024-10-03
467,cew226,gry227,2024-10-03 00:19:32,2024-10-03
468,cew226,alz225,2024-10-03 00:20:01,2024-10-03
469,cew226,oew225,2024-10-03 00:20:13,2024-10-03
470,cew226,muz424,2024-10-03 00:20:21,2024-10-03
471,cew226,kav221,2024-10-03 00:20:35,2024-10-03
472,cew226,jmv225,2024-10-03 00:20:46,2024-10-03
473,cew226,lks225,2024-10-03 00:20:54,2024-10-03
474,cew226,scs225,2024-10-03 00:21:06,2024-10-03
475,cew226,zjo225,2024-10-03 00:21:24,2024-10-03
476,cew226,eml425,2024-10-03 00:21:53,2024-10-03
477,cew226,vej325,2024-10-03 00:22:11,2024-10-03
478,cew226,ash225,2024-10-03 00:22:22,2024-10-03
479,cew226,rsg225,2024-10-03 00:22:31,2024-10-03
480,cew226,mrg225,2024-10-03 00:22:40,2024-10-03
481,cew226,ced325,2024-10-03 00:23:02,2024-10-03
482,lrb226,crs228,2024-10-03 17:41:51,2024-10-03
483,lrb226,reb328,2024-10-03 17:42:09,2024-10-03
484,lrb226,ads228,2024-10-03 17:42:20,2024-10-03
485,lrb226,anb227,2024-10-03 17:42:29,2024-10-03
486,lrb226,job428,2024-10-03 17:42:44,2024-10-03
487,lrb226,man226,2024-10-03 17:42:58,2024-10-03
488,lrb226,rit228,2024-10-03 17:43:15,2024-10-03
489,lrb226,kim226,2024-10-03 17:43:24,2024-10-03
490,lrb226,jok228,2024-10-03 17:43:32,2024-10-03
491,lrb226,els228,2024-10-03 17:43:44,2024-10-03
492,lrb226,els227,2024-10-03 17:43:55,2024-10-03
493,lrb226,kks227,2024-10-03 17:44:11,2024-10-03
494,lrb226,zad226,2024-10-03 17:44:21,2024-10-03
495,lrb226,nok228,2024-10-03 17:44:33,2024-10-03
496,lrb226,jec224,2024-10-03 17:44:47,2024-10-03
497,lrb226,kib227,2024-10-03 17:45:00,2024-10-03
498,lic524,chx324,2024-10-03 18:51:49,2024-10-03
499,mab526,chl326,2024-10-03 19:49:05,2024-10-03
500,mab526,weg227,2024-10-03 19:49:17,2024-10-03
501,kaw225,sss426,2024-10-04 16:46:55,2024-10-04
502,kaw225,sat226,2024-10-04 16:47:20,2024-10-04
503,jum520,lel225,2024-10-05 01:12:17,2024-10-05
504,jum520,dek225,2024-10-05 01:12:36,2024-10-05
505,jum520,err226,2024-10-05 01:12:54,2024-10-05
506,jum520,mik228,2024-10-05 01:13:51,2024-10-05
507,sss426,alg427,2024-10-06 02:00:53,2024-10-06
508,sss426,aam627,2024-10-06 02:01:52,2024-10-06
509,sss426,cme227,2024-10-06 02:02:07,2024-10-06
510,sss426,abb227,2024-10-06 02:02:24,2024-10-06
511,sss426,jos227,2024-10-06 02:02:40,2024-10-06
512,sss426,kpw227,2024-10-06 02:02:57,2024-10-06
513,sss426,lit227,2024-10-06 02:03:22,2024-10-06
514,sss426,abf427,2024-10-06 02:03:47,2024-10-06
515,sss426,erf227,2024-10-06 02:04:04,2024-10-06
516,sss426,asp227,2024-10-06 02:04:19,2024-10-06
517,sss426,rdb227,2024-10-06 02:04:37,2024-10-06
518,sss426,sab226,2024-10-06 02:04:52,2024-10-06
519,sss426,msc226,2024-10-06 02:05:30,2024-10-06
520,sss426,mgy226,2024-10-06 02:06:22,2024-10-06
521,sss426,cre226,2024-10-06 02:06:52,2024-10-06
522,sss426,kdl227,2024-10-06 02:07:09,2024-10-06
523,sss426,jms226,2024-10-06 02:07:35,2024-10-06
524,sss426,cts226,2024-10-06 02:08:04,2024-10-06
525,sss426,sdb327,2024-10-06 02:08:25,2024-10-06
526,sss426,kaw523,2024-10-06 02:08:47,2024-10-06
527,sss426,dah227,2024-10-06 02:11:07,2024-10-06
528,sss426,ems626,2024-10-06 02:11:39,2024-10-06
529,sss426,caf226,2024-10-06 02:11:54,2024-10-06
530,sss426,gcs324,2024-10-06 02:12:20,2024-10-06
531,sss426,kab425,2024-10-06 02:12:36,2024-10-06
532,sss426,mab326,2024-10-06 02:12:49,2024-10-06
533,sss426,iqc226,2024-10-06 02:13:50,2024-10-06
534,grb227,nsr227,2024-10-07 16:33:41,2024-10-07
535,grb227,ggr227,2024-10-07 16:33:53,2024-10-07
536,grb227,awi227,2024-10-07 16:34:04,2024-10-07
537,kaw225,mea723,2024-10-08 00:25:09,2024-10-08
538,kaw225,abh227,2024-10-08 00:25:15,2024-10-08
539,kaw225,ikc227,2024-10-08 00:25:28,2024-10-08
540,kaw225,nak327,2024-10-08 00:25:35,2024-10-08
541,kaw225,efp227,2024-10-08 00:25:42,2024-10-08
542,jum520,cth225,2024-10-08 13:25:42,2024-10-08
543,eem226,bil225,2024-10-08 23:24:41,2024-10-08
544,eem226,cah227,2024-10-08 23:24:52,2024-10-08
545,eem226,vrj227,2024-10-08 23:25:02,2024-10-08
546,eem226,asn227,2024-10-08 23:25:11,2024-10-08
547,eem226,fes227,2024-10-08 23:25:18,2024-10-08
548,eem226,azi327,2024-10-08 23:25:38,2024-10-08
549,eem226,cab226,2024-10-08 23:25:52,2024-10-08
550,eem226,jac927,2024-10-08 23:26:00,2024-10-08
551,eem226,mgc326,2024-10-08 23:26:16,2024-10-08
552,eem226,nad426,2024-10-08 23:26:25,2024-10-08
553,eem226,nie327,2024-10-08 23:26:45,2024-10-08
554,eem226,gnj227,2024-10-08 23:26:58,2024-10-08
555,eem226,mmt327,2024-10-08 23:27:05,2024-10-08
556,eem226,jiy327,2024-10-08 23:27:20,2024-10-08
557,eem226,jnm227,2024-10-08 23:27:42,2024-10-08
558,eem226,gaq227,2024-10-08 23:27:58,2024-10-08
559,eem226,mat927,2024-10-08 23:28:05,2024-10-08
560,eem226,ayd327,2024-10-08 23:28:17,2024-10-08
561,eem226,chr327,2024-10-08 23:28:29,2024-10-08
562,eem226,ako227,2024-10-08 23:28:57,2024-10-08
563,eem226,ado226,2024-10-08 23:29:08,2024-10-08
564,eem226,ada227,2024-10-08 23:29:14,2024-10-08
565,eem226,alg327,2024-10-08 23:29:21,2024-10-08
566,eem226,agm627,2024-10-08 23:29:27,2024-10-08
567,eem226,alf627,2024-10-08 23:29:35,2024-10-08
568,eem226,anw227,2024-10-08 23:29:44,2024-10-08
569,eem226,agf327,2024-10-08 23:29:54,2024-10-08
570,eem226,anp326,2024-10-08 23:30:03,2024-10-08
571,eem226,acb624,2024-10-08 23:30:09,2024-10-08
572,eem226,ahn227,2024-10-08 23:30:22,2024-10-08
573,eem226,and327,2024-10-08 23:30:28,2024-10-08
574,eem226,asj226,2024-10-08 23:30:36,2024-10-08
575,eem226,ark527,2024-10-08 23:30:48,2024-10-08
576,eem226,amm327,2024-10-08 23:30:55,2024-10-08
577,eem226,ask627,2024-10-08 23:31:02,2024-10-08
578,eem226,bam426,2024-10-08 23:31:19,2024-10-08
579,eem226,cjd427,2024-10-08 23:31:30,2024-10-08
580,eem226,cap227,2024-10-08 23:31:47,2024-10-08
581,eem226,cns227,2024-10-08 23:32:02,2024-10-08
582,eem226,daw322,2024-10-08 23:32:10,2024-10-08
583,eem226,abs227,2024-10-08 23:32:15,2024-10-08
584,eem226,amg426,2024-10-08 23:32:22,2024-10-08
585,eem226,emv226,2024-10-08 23:32:34,2024-10-08
586,eem226,fak227,2024-10-08 23:32:39,2024-10-08
587,eem226,fav225,2024-10-08 23:34:13,2024-10-08
588,eem226,ibq227,2024-10-08 23:34:20,2024-10-08
589,eem226,jjs326,2024-10-08 23:34:33,2024-10-08
590,eem226,jdg227,2024-10-08 23:34:54,2024-10-08
591,eem226,knb226,2024-10-08 23:35:05,2024-10-08
592,eem226,kev227,2024-10-08 23:35:09,2024-10-08
593,eem226,kav227,2024-10-08 23:35:15,2024-10-08
594,eem226,ikh225,2024-10-08 23:35:22,2024-10-08
595,eem226,lam426,2024-10-08 23:35:27,2024-10-08
596,eem226,mae227,2024-10-08 23:35:34,2024-10-08
597,eem226,msh226,2024-10-08 23:36:14,2024-10-08
598,eem226,mcp227,2024-10-08 23:36:25,2024-10-08
599,eem226,maf327,2024-10-08 23:36:30,2024-10-08
600,eem226,ndc227,2024-10-08 23:37:04,2024-10-08
601,eem226,nab327,2024-10-08 23:37:11,2024-10-08
602,eem226,nih226,2024-10-08 23:37:26,2024-10-08
603,eem226,oml226,2024-10-08 23:37:37,2024-10-08
604,eem226,omm327,2024-10-08 23:37:49,2024-10-08
605,eem226,orh327,2024-10-08 23:37:56,2024-10-08
606,eem226,pxb227,2024-10-08 23:38:02,2024-10-08
607,eem226,pnm226,2024-10-08 23:38:10,2024-10-08
608,eem226,sam327,2024-10-08 23:38:19,2024-10-08
609,eem226,spr225,2024-10-08 23:38:24,2024-10-08
610,eem226,syw227,2024-10-08 23:38:41,2024-10-08
611,eem226,tnt227,2024-10-08 23:38:48,2024-10-08
612,eem226,tmt227,2024-10-08 23:38:55,2024-10-08
613,eem226,vij227,2024-10-08 23:39:05,2024-10-08
614,eem226,yar227,2024-10-08 23:39:15,2024-10-08
615,eng325,vab224,2024-10-08 23:48:20,2024-10-08
616,jdm225,cwb225,2024-10-09 01:20:58,2024-10-09
617,jdm225,aks225,2024-10-09 01:21:28,2024-10-09
618,jum520,drd225,2024-10-09 02:01:39,2024-10-09
619,jum520,anb228,2024-10-09 02:03:32,2024-10-09
620,jum520,mib228,2024-10-09 02:03:44,2024-10-09
621,jum520,esj227,2024-10-09 02:03:53,2024-10-09
622,jum520,lhb227,2024-10-09 02:05:16,2024-10-09
623,jum520,rjm527,2024-10-09 02:05:56,2024-10-09
624,jum520,cah226,2024-10-09 02:07:14,2024-10-09
625,jum520,jac528,2024-10-09 02:07:36,2024-10-09
626,jum520,ajs226,2024-10-09 02:09:09,2024-10-09
627,jum520,mas328,2024-10-09 02:09:39,2024-10-09
628,jum520,sjf225,2024-10-09 02:12:56,2024-10-09
629,jum520,ogs227,2024-10-09 02:15:02,2024-10-09
630,jum520,cec227,2024-10-09 02:15:14,2024-10-09
631,jum520,paf226,2024-10-09 02:19:38,2024-10-09
632,jum520,shj323,2024-10-09 02:19:47,2024-10-09
633,jum520,lur428,2024-10-09 02:21:29,2024-10-09
634,jop520,rjh326,2024-10-24 13:18:17,2024-10-24
635,jop520,oya226,2024-10-24 13:19:04,2024-10-24
636,jop520,chy222,2024-10-24 13:19:25,2024-10-24
637,jop520,haw226,2024-10-24 13:20:34,2024-10-24
638,jop520,gog223,2024-10-24 13:20:58,2024-10-24
